rac_dameli,release/rac/rac_dameli/source/rac_dameli.kmn,any,yes,yes,yes,tablet,default|shift|symbol,0,DESIGNED
rac_dhatki,release/rac/rac_dhatki/source/rac_dhatki.kmn,any,yes,yes,yes,tablet,ctrl-alt|default|shift|symbols,2,DESIGNED
rac_dogri,release/rac/rac_dogri/source/rac_dogri.kmn,any,yes,yes,yes,phone,default|numeric|shift,16,DESIGNED
rac_gawar_bati,release/rac/rac_gawar_bati/source/rac_gawar_bati.kmn,any,yes,yes,yes,tablet,default|numeric|shift|symbols,2,DESIGNED
rac_gawri,release/rac/rac_gawri/source/rac_gawri.kmn,any,yes,yes,yes,tablet,default|numeric|shift,10,DESIGNED
rac_hazaragi,release/rac/rac_hazaragi/source/rac_hazaragi.kmn,any,yes,yes,yes,tablet,default|shift|symbol,5,DESIGNED
rac_hindko,release/rac/rac_hindko/source/rac_hindko.kmn,any,yes,yes,yes,tablet,default|shift|symbol,0,DESIGNED
rac_indus_kohistani,release/rac/rac_indus_kohistani/source/rac_indus_kohistani.kmn,any,yes,yes,yes,tablet,default|shift|symbol,18,DESIGNED
rac_kalasha,release/rac/rac_kalasha/source/rac_kalasha.kmn,any,yes,yes,yes,tablet,ctrlalt|default|shift,0,DESIGNED
rac_kashmir_shina,release/rac/rac_kashmir_shina/source/rac_kashmir_shina.kmn,any,yes,yes,yes,phone,default|numeric|shift,18,DESIGNED
rac_kashmiri,release/rac/rac_kashmiri/source/rac_kashmiri.kmn,any,yes,yes,yes,phone,default|numeric|shift,2,DESIGNED
rac_khowar,release/rac/rac_khowar/source/rac_khowar.kmn,any,yes,yes,yes,phone,default|numeric|shift,15,DESIGNED
rac_marwari,release/rac/rac_marwari/source/rac_marwari.kmn,any,yes,yes,yes,tablet,default|shift|symbol,2,DESIGNED
rac_munji,release/rac/rac_munji/source/rac_munji.kmn,any,yes,yes,yes,phone,default|numeric|shift,16,DESIGNED
rac_oadki,release/rac/rac_oadki/source/rac_oadki.kmn,any,yes,yes,yes,tablet,ctrl-alt|default|shift,0,DESIGNED
rac_ormuri,release/rac/rac_ormuri/source/rac_ormuri.kmn,any,yes,yes,yes,phone,default|shift|symbol,21,DESIGNED
rac_pahari,release/rac/rac_pahari/source/rac_pahari.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,DESIGNED
rac_palula,release/rac/rac_palula/source/rac_palula.kmn,any,yes,yes,yes,tablet,default|shift|symbol,0,DESIGNED
rac_parkari_koli,release/rac/rac_parkari_koli/source/rac_parkari_koli.kmn,any,yes,yes,yes,tablet,ctrl-alt|default|shift,0,DESIGNED
rac_pashai,release/rac/rac_pashai/source/rac_pashai.kmn,any,yes,yes,yes,phone,default|numeric|shift|symbols,10,DESIGNED
rac_pashto,release/rac/rac_pashto/source/rac_pashto.kmn,any,yes,yes,yes,tablet,default|numeric|shift,5,DESIGNED
rac_saraiki,release/rac/rac_saraiki/source/rac_saraiki.kmn,any,yes,yes,yes,tablet,default|shift|symbol,20,DESIGNED
rac_shina,release/rac/rac_shina/source/rac_shina.kmn,any,yes,yes,yes,tablet,default|shift|symbol,18,DESIGNED
rac_sindhi,release/rac/rac_sindhi/source/rac_sindhi.kmn,any,yes,yes,yes,tablet,ctrl-alt|default|shift,0,DESIGNED
rac_torwali,release/rac/rac_torwali/source/rac_torwali.kmn,any,yes,yes,yes,phone,default|numeric|shift,3,DESIGNED
rac_urdu,release/rac/rac_urdu/source/rac_urdu.kmn,any,yes,yes,yes,tablet,default|shift|symbol,0,DESIGNED
rac_ushojo,release/rac/rac_ushojo/source/rac_ushojo.kmn,any,yes,yes,yes,tablet,default|shift|symbol,0,DESIGNED
rac_uyghur,release/rac/rac_uyghur/source/rac_uyghur.kmn,any,yes,yes,yes,tablet,default|numeric|shift,8,DESIGNED
rac_wadiyara,release/rac/rac_wadiyara/source/rac_wadiyara.kmn,any,yes,yes,yes,tablet,default|numeric|shift,8,DESIGNED
rac_wakhi,release/rac/rac_wakhi/source/rac_wakhi.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,DESIGNED
rac_western_punjabi,release/rac/rac_western_punjabi/source/rac_western_punjabi.kmn,any,yes,yes,yes,phone,default|numeric|shift,15,DESIGNED
rac_yidgha,release/rac/rac_yidgha/source/rac_yidgha.kmn,any,yes,yes,yes,tablet,default|shift|symbol,0,DESIGNED
sabdalipi_assamese,release/s/sabdalipi_assamese/source/sabdalipi_assamese.kmn,any,yes,yes,yes,tablet,default|shift,0,DEFAULT_ONLY
sahaptin_umatilla,release/s/sahaptin_umatilla/source/sahaptin_umatilla.kmn,any,yes,yes,yes,tablet,default|numeric|shift,4,DESIGNED
sahaptin_yakima,release/s/sahaptin_yakima/source/sahaptin_yakima.kmn,any,yes,yes,yes,phone,default|numeric|shift,37,DESIGNED
samaritan,release/s/samaritan/source/samaritan.kmn,any,yes,yes,yes,phone,default|numeric|punct|vowels,4,DESIGNED
sanjha_punjabi,release/s/sanjha_punjabi/source/sanjha_punjabi.kmn,any,yes,yes,yes,tablet,default|shift,0,DEFAULT_ONLY
saraiki,release/s/saraiki/source/saraiki.kmn,any,yes,yes,yes,tablet,default|leftctrl-leftalt|shift,3,DESIGNED
